shot_id,filename,begin_frame,face_1,face_2,face_3,notes,b_frame,duration,end_frame,frames
40,camera shots_Sub_40,00:03:24:13,mod_m,NA,NA,NA,2022-10-24 00:03:24,3.0699999332428,2022-10-24 00:03:27,82
41,camera shots_Sub_41,00:03:27:20,mod_f,NA,NA,NA,2022-10-24 00:03:27,1.89999985694885,2022-10-24 00:03:29,40
42,camera shots_Sub_42,00:03:29:10,mod_f,NA,NA,NA,2022-10-24 00:03:29,12.0500001907349,2022-10-24 00:03:41,305
43,camera shots_Sub_43,00:03:41:15,NA,NA,NA,groupshot,2022-10-24 00:03:41,3.90999984741211,2022-10-24 00:03:45,91
44,camera shots_Sub_44,00:03:45:06,NA,NA,NA,audience,2022-10-24 00:03:45,5.94000005722046,2022-10-24 00:03:51,144
45,camera shots_Sub_45,00:03:51:00,mod_f,NA,NA,audience,2022-10-24 00:03:51,4.04999995231628,2022-10-24 00:03:55,105
46,camera shots_Sub_46,00:03:55:05,NA,NA,NA,audience,2022-10-24 00:03:55,4.13000011444092,2022-10-24 00:03:59,113
47,camera shots_Sub_47,00:03:59:18,Kaag,NA,NA,NA,2022-10-24 00:03:59,3.86999988555908,2022-10-24 00:04:03,87
48,camera shots_Sub_48,00:04:03:05,mod_f,NA,NA,NA,2022-10-24 00:04:03,36.0800001621246,2022-10-24 00:04:39,908
49,camera shots_Sub_49,00:04:39:13,Klaver,NA,NA,NA,2022-10-24 00:04:39,3.02999997138977,2022-10-24 00:04:42,78
50,camera shots_Sub_50,00:04:42:16,Marijnissen,NA,NA,NA,2022-10-24 00:04:42,2.99000000953674,2022-10-24 00:04:45,74
51,camera shots_Sub_51,00:04:45:15,mod_f,NA,NA,NA,2022-10-24 00:04:45,7.07999992370605,2022-10-24 00:04:52,183
52,camera shots_Sub_52,00:04:52:23,Kaag,NA,NA,NA,2022-10-24 00:04:52,3.8199999332428,2022-10-24 00:04:56,82
53,camera shots_Sub_53,00:04:56:05,Rutte,NA,NA,NA,2022-10-24 00:04:56,4.02999997138977,2022-10-24 00:05:00,103
54,camera shots_Sub_54,00:05:00:08,mod_f,NA,NA,NA,2022-10-24 00:05:00,11.9200000762939,2022-10-24 00:05:12,292
55,camera shots_Sub_55,00:05:12:00,Klaver,NA,NA,NA,2022-10-24 00:05:12,2.20000004768372,2022-10-24 00:05:14,70
56,camera shots_Sub_56,00:05:14:20,Marijnissen,NA,NA,NA,2022-10-24 00:05:14,3.02999997138977,2022-10-24 00:05:17,78
57,camera shots_Sub_57,00:05:17:23,group,NA,NA,NA,2022-10-24 00:05:17,3.83999991416931,2022-10-24 00:05:21,84
58,camera shots_Sub_58,00:05:21:07,mod_f,NA,NA,NA,2022-10-24 00:05:21,5.95000004768372,2022-10-24 00:05:27,145
59,camera shots_Sub_59,00:05:27:02,NA,NA,NA,groupshot,2022-10-24 00:05:27,8.1800000667572,2022-10-24 00:05:35,218
60,camera shots_Sub_60,00:05:35:20,Rutte,NA,NA,NA,2022-10-24 00:05:35,2.85999989509583,2022-10-24 00:05:38,61
61,camera shots_Sub_61,00:05:38:06,Wilders,NA,NA,NA,2022-10-24 00:05:38,3.14000010490417,2022-10-24 00:05:41,89
62,camera shots_Sub_62,00:05:41:20,NA,NA,NA,groupshot,2022-10-24 00:05:41,4.98000001907349,2022-10-24 00:05:46,123
63,camera shots_Sub_63,00:05:46:18,Wilders,NA,NA,NA,2022-10-24 00:05:46,11.9199998378754,2022-10-24 00:05:58,292
64,camera shots_Sub_64,00:05:58:10,Rutte,NA,NA,NA,2022-10-24 00:05:58,2.90000009536743,2022-10-24 00:06:01,65
65,camera shots_Sub_65,00:06:01:00,NA,NA,NA,groupshot,2022-10-24 00:06:01,3.24000000953674,2022-10-24 00:06:04,99
66,camera shots_Sub_66,00:06:04:24,Hoekstra,NA,NA,NA,2022-10-24 00:06:04,4.77999997138977,2022-10-24 00:06:09,103
67,camera shots_Sub_67,00:06:09:02,Wilders,NA,NA,NA,2022-10-24 00:06:09,5.0699999332428,2022-10-24 00:06:14,132
68,camera shots_Sub_68,00:06:14:09,group,NA,NA,NA,2022-10-24 00:06:14,4.09000015258789,2022-10-24 00:06:18,109
69,camera shots_Sub_69,00:06:18:18,Wilders,NA,NA,NA,2022-10-24 00:06:18,3.00999999046326,2022-10-24 00:06:21,76
70,camera shots_Sub_70,00:06:21:19,NA,NA,NA,groupshot,2022-10-24 00:06:21,3.85999989509583,2022-10-24 00:06:25,86
71,camera shots_Sub_71,00:06:25:05,Marijnissen,NA,NA,NA,2022-10-24 00:06:25,12.1100001335144,2022-10-24 00:06:37,311
72,camera shots_Sub_72,00:06:37:16,Rutte,NA,NA,NA,2022-10-24 00:06:37,4.93999981880188,2022-10-24 00:06:42,119
73,camera shots_Sub_73,00:06:42:10,Marijnissen,NA,NA,NA,2022-10-24 00:06:42,6.9300000667572,2022-10-24 00:06:49,168
74,camera shots_Sub_74,00:06:49:03,NA,NA,NA,groupshot,2022-10-24 00:06:49,2.10000014305115,2022-10-24 00:06:51,60
75,camera shots_Sub_75,00:06:51:13,Wilders,NA,NA,NA,2022-10-24 00:06:51,2.10999989509583,2022-10-24 00:06:53,61
76,camera shots_Sub_76,00:06:53:24,Marijnissen,NA,NA,NA,2022-10-24 00:06:53,2.96000003814697,2022-10-24 00:06:56,71
77,camera shots_Sub_77,00:06:56:20,NA,NA,NA,groupshot,2022-10-24 00:06:56,3.79999995231628,2022-10-24 00:07:00,80
78,camera shots_Sub_78,00:07:00:00,Hoekstra,NA,NA,NA,2022-10-24 00:07:00,29,2022-10-24 00:07:29,725
79,camera shots_Sub_79,00:07:29:00,Hoekstra,Rutte,Wilders,NA,2022-10-24 00:07:29,3.04999995231628,2022-10-24 00:07:32,80
80,camera shots_Sub_80,00:07:32:05,mod_m,NA,NA,NA,2022-10-24 00:07:32,2.0699999332428,2022-10-24 00:07:34,57
81,camera shots_Sub_81,00:07:34:12,Kaag,NA,NA,NA,2022-10-24 00:07:34,12,2022-10-24 00:07:46,300
82,camera shots_Sub_82,00:07:46:12,NA,NA,NA,groupshot,2022-10-24 00:07:46,3.10000014305115,2022-10-24 00:07:49,85
83,camera shots_Sub_83,00:07:49:22,Kaag,NA,NA,NA,2022-10-24 00:07:49,9.9300000667572,2022-10-24 00:07:59,243
84,camera shots_Sub_84,00:07:59:15,Hoekstra,NA,NA,NA,2022-10-24 00:07:59,3,2022-10-24 00:08:02,75
85,camera shots_Sub_85,00:08:02:15,Kaag,NA,NA,NA,2022-10-24 00:08:02,2.08999991416931,2022-10-24 00:08:04,59
86,camera shots_Sub_86,00:08:04:24,Rutte,NA,NA,NA,2022-10-24 00:08:04,33.8900001049042,2022-10-24 00:08:38,839
87,camera shots_Sub_87,00:08:38:13,NA,NA,NA,groupshot,2022-10-24 00:08:38,4.97999978065491,2022-10-24 00:08:43,123
88,camera shots_Sub_88,00:08:43:11,Klaver,NA,NA,NA,2022-10-24 00:08:43,9.09000015258789,2022-10-24 00:08:52,234
89,camera shots_Sub_89,00:08:52:20,NA,NA,NA,groupshot,2022-10-24 00:08:52,4.84999990463257,2022-10-24 00:08:57,110
90,camera shots_Sub_90,00:08:57:05,Klaver,NA,NA,NA,2022-10-24 00:08:57,7.09000015258789,2022-10-24 00:09:04,184
91,camera shots_Sub_91,00:09:04:14,Marijnissen,Klaver,NA,NA,2022-10-24 00:09:04,3.85999989509583,2022-10-24 00:09:08,86
92,camera shots_Sub_92,00:09:08:00,Klaver,NA,NA,NA,2022-10-24 00:09:08,4,2022-10-24 00:09:12,100
93,camera shots_Sub_93,00:09:12:00,NA,NA,NA,groupshot,2022-10-24 00:09:12,5,2022-10-24 00:09:17,125
94,camera shots_Sub_94,00:09:17:00,mod_m,NA,NA,NA,2022-10-24 00:09:17,3.01999998092651,2022-10-24 00:09:20,77
95,camera shots_Sub_95,00:09:20:02,Kaag,NA,NA,NA,2022-10-24 00:09:20,4.12000012397766,2022-10-24 00:09:24,112
96,camera shots_Sub_96,00:09:24:14,mod_m,NA,NA,NA,2022-10-24 00:09:24,5.07999992370605,2022-10-24 00:09:29,133
97,camera shots_Sub_97,00:09:29:22,mod_m,Marijnissen,Klaver,NA,2022-10-24 00:09:29,3.87999987602234,2022-10-24 00:09:33,88
98,camera shots_Sub_98,00:09:33:10,Kaag,NA,NA,NA,2022-10-24 00:09:33,13.9300000667572,2022-10-24 00:09:47,343
99,camera shots_Sub_99,00:09:47:03,Marijnissen,Klaver,Kaag,NA,2022-10-24 00:09:47,4.00999999046326,2022-10-24 00:09:51,101
100,camera shots_Sub_100,00:09:51:04,Kaag,NA,NA,NA,2022-10-24 00:09:51,14.1100001335144,2022-10-24 00:10:05,361
101,camera shots_Sub_101,00:10:05:15,NA,NA,NA,groupshot,2022-10-24 00:10:05,6.84999990463257,2022-10-24 00:10:12,160
102,camera shots_Sub_102,00:10:12:00,Kaag,NA,NA,NA,2022-10-24 00:10:12,5.23000001907349,2022-10-24 00:10:17,148
103,camera shots_Sub_103,00:10:17:23,mod_m,NA,NA,NA,2022-10-24 00:10:17,4,2022-10-24 00:10:21,100
104,camera shots_Sub_104,00:10:21:23,Rutte,NA,NA,NA,2022-10-24 00:10:21,3.90000009536743,2022-10-24 00:10:25,90
105,camera shots_Sub_105,00:10:25:13,mod_m,NA,NA,groupshot,2022-10-24 00:10:25,4.98999977111816,2022-10-24 00:10:30,124
106,camera shots_Sub_106,00:10:30:12,NA,NA,NA,NA,2022-10-24 00:10:30,3.97000002861023,2022-10-24 00:10:34,97
107,camera shots_Sub_107,00:10:34:09,Rutte,NA,NA,NA,2022-10-24 00:10:34,11.0099999904633,2022-10-24 00:10:45,276
108,camera shots_Sub_108,00:10:45:10,Kaag,NA,NA,NA,2022-10-24 00:10:45,4.9300000667572,2022-10-24 00:10:50,118
109,camera shots_Sub_109,00:10:50:03,Rutte,NA,NA,NA,2022-10-24 00:10:50,8.21000003814697,2022-10-24 00:10:58,221
110,camera shots_Sub_110,00:10:58:24,Rutte,Wilders,NA,NA,2022-10-24 00:10:58,4.84999990463257,2022-10-24 00:11:03,110
111,camera shots_Sub_111,00:11:03:09,Rutte,NA,NA,NA,2022-10-24 00:11:03,8.96000003814697,2022-10-24 00:11:12,221
112,camera shots_Sub_112,00:11:12:05,Marijnissen,NA,NA,NA,2022-10-24 00:11:12,4.08000016212463,2022-10-24 00:11:16,108
113,camera shots_Sub_113,00:11:16:13,Rutte,NA,NA,NA,2022-10-24 00:11:16,8.8899998664856,2022-10-24 00:11:25,214
114,camera shots_Sub_114,00:11:25:02,NA,NA,NA,groupshot,2022-10-24 00:11:25,3.0699999332428,2022-10-24 00:11:28,82
115,camera shots_Sub_115,00:11:28:09,Wilders,NA,NA,NA,2022-10-24 00:11:28,4.05000019073486,2022-10-24 00:11:32,105
116,camera shots_Sub_116,00:11:32:14,Rutte,NA,NA,NA,2022-10-24 00:11:32,14.8899998664856,2022-10-24 00:11:47,364
117,camera shots_Sub_117,00:11:47:03,Kaag,NA,NA,NA,2022-10-24 00:11:47,4.00999999046326,2022-10-24 00:11:51,101
118,camera shots_Sub_118,00:11:51:04,Rutte,NA,NA,NA,2022-10-24 00:11:51,3.99000000953674,2022-10-24 00:11:55,99
119,camera shots_Sub_119,00:11:55:03,NA,NA,NA,groupshot,2022-10-24 00:11:55,4.16000008583069,2022-10-24 00:11:59,116
120,camera shots_Sub_120,00:11:59:19,Wilders,NA,NA,NA,2022-10-24 00:11:59,4.02999997138977,2022-10-24 00:12:03,103
121,camera shots_Sub_121,00:12:03:22,Rutte,NA,NA,NA,2022-10-24 00:12:03,3.97000002861023,2022-10-24 00:12:07,97
122,camera shots_Sub_122,00:12:07:19,Wilders,mod_m,NA,NA,2022-10-24 00:12:07,4.85999989509583,2022-10-24 00:12:12,111
123,camera shots_Sub_123,00:12:12:05,Wilders,NA,NA,NA,2022-10-24 00:12:12,4.95000004768372,2022-10-24 00:12:17,120
124,camera shots_Sub_124,00:12:17:00,Wilders,NA,NA,NA,2022-10-24 00:12:17,3.1800000667572,2022-10-24 00:12:20,93
125,camera shots_Sub_125,00:12:20:18,Wilders,NA,NA,NA,2022-10-24 00:12:20,3.87999987602234,2022-10-24 00:12:24,88
126,camera shots_Sub_126,00:12:24:06,Rutte,NA,NA,NA,2022-10-24 00:12:24,3.1800000667572,2022-10-24 00:12:27,93
127,camera shots_Sub_127,00:12:27:24,Wilders,NA,NA,NA,2022-10-24 00:12:27,6.80999994277954,2022-10-24 00:12:34,156
128,camera shots_Sub_128,00:12:34:05,Rutte,NA,NA,NA,2022-10-24 00:12:34,3.0699999332428,2022-10-24 00:12:37,82
129,camera shots_Sub_129,00:12:37:12,Wilders,NA,NA,NA,2022-10-24 00:12:37,5.02000021934509,2022-10-24 00:12:42,127
130,camera shots_Sub_130,00:12:42:14,NA,NA,NA,groupshot,2022-10-24 00:12:42,3.91999983787537,2022-10-24 00:12:46,92
131,camera shots_Sub_131,00:12:46:06,mod_m,NA,NA,NA,2022-10-24 00:12:46,3.14000010490417,2022-10-24 00:12:49,89
132,camera shots_Sub_132,00:12:49:20,Hoekstra,NA,NA,NA,2022-10-24 00:12:49,5.80999994277954,2022-10-24 00:12:55,131
133,camera shots_Sub_133,00:12:55:01,Rutte,Wilders,NA,NA,2022-10-24 00:12:55,4.12000012397766,2022-10-24 00:12:59,112
134,camera shots_Sub_134,00:12:59:13,Hoekstra,NA,NA,NA,2022-10-24 00:12:59,3.95999979972839,2022-10-24 00:13:03,96
135,camera shots_Sub_135,00:13:03:09,Rutte,Wilders,NA,NA,2022-10-24 00:13:03,2.06000018119812,2022-10-24 00:13:05,56
136,camera shots_Sub_136,00:13:05:15,Wilders,NA,NA,NA,2022-10-24 00:13:05,3.99000000953674,2022-10-24 00:13:09,99
137,camera shots_Sub_137,00:13:09:14,Hoekstra,NA,NA,NA,2022-10-24 00:13:09,3.05999994277954,2022-10-24 00:13:12,81
138,camera shots_Sub_138,00:13:12:20,Rutte,Wilders,NA,NA,2022-10-24 00:13:12,3.79999995231628,2022-10-24 00:13:16,80
139,camera shots_Sub_139,00:13:16:00,Hoekstra,NA,NA,NA,2022-10-24 00:13:16,3.19000005722046,2022-10-24 00:13:19,94
140,camera shots_Sub_140,00:13:19:19,Rutte,Wilders,NA,NA,2022-10-24 00:13:19,4.89999985694885,2022-10-24 00:13:24,115
141,camera shots_Sub_141,00:13:24:09,Kaag,NA,NA,NA,2022-10-24 00:13:24,3.10000014305115,2022-10-24 00:13:27,85
142,camera shots_Sub_142,00:13:27:19,Hoekstra,NA,NA,NA,2022-10-24 00:13:27,4.84999990463257,2022-10-24 00:13:32,110
143,camera shots_Sub_143,00:13:32:04,Wilders,NA,NA,NA,2022-10-24 00:13:32,3.1800000667572,2022-10-24 00:13:35,93
144,camera shots_Sub_144,00:13:35:22,NA,NA,NA,groupshot,2022-10-24 00:13:35,4.86999988555908,2022-10-24 00:13:40,112
145,camera shots_Sub_145,00:13:40:09,Marijnissen,NA,NA,NA,2022-10-24 00:13:40,6.08000016212463,2022-10-24 00:13:46,158
146,camera shots_Sub_146,00:13:46:17,mod_m,NA,NA,NA,2022-10-24 00:13:46,4.05999994277954,2022-10-24 00:13:50,106
147,camera shots_Sub_147,00:13:50:23,Marijnissen,NA,NA,NA,2022-10-24 00:13:50,5.90000009536743,2022-10-24 00:13:56,140
148,camera shots_Sub_148,00:13:56:13,mod_m,Marijnissen,NA,NA,2022-10-24 00:13:56,4.02999997138977,2022-10-24 00:14:00,103
149,camera shots_Sub_149,00:14:00:16,Marijnissen,NA,NA,NA,2022-10-24 00:14:00,12.0799999237061,2022-10-24 00:14:12,220
150,camera shots_Sub_150,00:14:12:24,Hoekstra,NA,NA,NA,2022-10-24 00:14:12,4.85999989509583,2022-10-24 00:14:17,88
151,camera shots_Sub_151,00:14:17:10,NA,NA,NA,groupshot,2022-10-24 00:14:17,9,2022-10-24 00:14:26,111
152,camera shots_Sub_152,00:14:26:10,Marijnissen,NA,NA,NA,2022-10-24 00:14:26,5.08000016212463,2022-10-24 00:14:31,225
153,camera shots_Sub_153,00:14:31:18,Marijnissen,Klaver,NA,NA,2022-10-24 00:14:31,4.85999989509583,2022-10-24 00:14:36,133
154,camera shots_Sub_154,00:14:36:04,Marijnissen,NA,NA,NA,2022-10-24 00:14:36,4.1100001335144,2022-10-24 00:14:40,111
155,camera shots_Sub_155,00:14:40:15,Rutte,NA,NA,NA,2022-10-24 00:14:40,3.03999996185303,2022-10-24 00:14:43,111
156,camera shots_Sub_156,00:14:43:19,NA,NA,NA,groupshot,2022-10-24 00:14:43,5.92999982833862,2022-10-24 00:14:49,79
157,camera shots_Sub_157,00:14:49:12,mod_m,NA,NA,NA,2022-10-24 00:14:49,3.12000012397766,2022-10-24 00:14:52,143
158,camera shots_Sub_158,00:14:52:24,NA,NA,NA,groupshot,2022-10-24 00:14:52,3.75999999046326,2022-10-24 00:14:56,87
159,camera shots_Sub_159,00:14:56:00,Kaag,NA,NA,NA,2022-10-24 00:14:56,3.13000011444092,2022-10-24 00:14:59,76
160,camera shots_Sub_160,00:14:59:13,Marijnissen,NA,NA,NA,2022-10-24 00:14:59,4.00999999046326,2022-10-24 00:15:03,88
161,camera shots_Sub_161,00:15:03:14,mod_m,NA,NA,NA,2022-10-24 00:15:03,7.8899998664856,2022-10-24 00:15:11,101
162,camera shots_Sub_162,00:15:11:03,NA,NA,NA,groupshot,2022-10-24 00:15:11,15.1400001049042,2022-10-24 00:15:26,189
163,camera shots_Sub_163,00:15:26:17,Klaver,NA,NA,NA,2022-10-24 00:15:26,2.85999989509583,2022-10-24 00:15:29,389
164,camera shots_Sub_164,00:15:29:03,NA,NA,NA,groupshot,2022-10-24 00:15:29,4.20000004768372,2022-10-24 00:15:33,61
165,camera shots_Sub_165,00:15:33:23,Rutte,NA,NA,NA,2022-10-24 00:15:33,16.9200000762939,2022-10-24 00:15:50,120
166,camera shots_Sub_166,00:15:50:15,Klaver,NA,NA,NA,2022-10-24 00:15:50,4.02999997138977,2022-10-24 00:15:54,417
167,camera shots_Sub_167,00:15:54:18,Marijnissen,Klaver,NA,NA,2022-10-24 00:15:54,6.02999997138977,2022-10-24 00:16:00,103
168,camera shots_Sub_168,00:16:00:21,Klaver,NA,NA,NA,2022-10-24 00:16:00,4,2022-10-24 00:16:04,153
169,camera shots_Sub_169,00:16:04:21,Rutte,NA,NA,NA,2022-10-24 00:16:04,4.02999997138977,2022-10-24 00:16:08,100
170,camera shots_Sub_170,00:16:08:24,Klaver,NA,NA,NA,2022-10-24 00:16:08,4.83999991416931,2022-10-24 00:16:13,103
171,camera shots_Sub_171,00:16:13:08,Wilders,NA,NA,NA,2022-10-24 00:16:13,7.9300000667572,2022-10-24 00:16:21,109
172,camera shots_Sub_172,00:16:21:01,Klaver,NA,NA,NA,2022-10-24 00:16:21,3.17000007629395,2022-10-24 00:16:24,193
173,camera shots_Sub_173,00:16:24:18,NA,NA,NA,groupshot,2022-10-24 00:16:24,3.83999991416931,2022-10-24 00:16:28,92
174,camera shots_Sub_174,00:16:28:02,Klaver,NA,NA,NA,2022-10-24 00:16:28,3.12000012397766,2022-10-24 00:16:31,84
175,camera shots_Sub_175,00:16:31:14,Wilders,NA,NA,NA,2022-10-24 00:16:31,3.09999990463257,2022-10-24 00:16:34,87
176,camera shots_Sub_176,00:16:34:24,mod_f,NA,NA,NA,2022-10-24 00:16:34,8.89000010490417,2022-10-24 00:16:43,85
177,camera shots_Sub_177,00:16:43:13,Wilders,NA,NA,NA,2022-10-24 00:16:43,5.03999996185303,2022-10-24 00:16:48,214
178,camera shots_Sub_178,00:16:48:17,Klaver,NA,NA,NA,2022-10-24 00:16:48,5.90999984741211,2022-10-24 00:16:54,129
179,camera shots_Sub_179,00:16:54:08,Wilders,NA,NA,NA,2022-10-24 00:16:54,4.1100001335144,2022-10-24 00:16:58,141
180,camera shots_Sub_180,00:16:58:19,Klaver,NA,NA,NA,2022-10-24 00:16:58,4.04999995231628,2022-10-24 00:17:02,111
181,camera shots_Sub_181,00:17:02:24,NA,NA,NA,groupshot,2022-10-24 00:17:02,14.8499999046326,2022-10-24 00:17:17,105
182,camera shots_Sub_182,00:17:17:09,Kaag,NA,NA,NA,2022-10-24 00:17:17,4.06000018119812,2022-10-24 00:17:21,360
183,camera shots_Sub_183,00:17:21:15,Klaver,NA,NA,NA,2022-10-24 00:17:21,5.89999985694885,2022-10-24 00:17:27,106
184,camera shots_Sub_184,00:17:27:05,Kaag,NA,NA,NA,2022-10-24 00:17:27,3.96000003814697,2022-10-24 00:17:31,140
185,camera shots_Sub_185,00:17:31:01,Rutte,NA,NA,NA,2022-10-24 00:17:31,5.08999991416931,2022-10-24 00:17:36,96
186,camera shots_Sub_186,00:17:36:10,Kaag,NA,NA,NA,2022-10-24 00:17:36,6.01999998092651,2022-10-24 00:17:42,134
187,camera shots_Sub_187,00:17:42:12,Hoekstra,NA,NA,NA,2022-10-24 00:17:42,4.01000022888184,2022-10-24 00:17:46,152
188,camera shots_Sub_188,00:17:46:13,mod_m,NA,NA,NA,2022-10-24 00:17:46,2.92999982833862,2022-10-24 00:17:49,101
189,camera shots_Sub_189,00:17:49:06,Kaag,NA,NA,NA,2022-10-24 00:17:49,4.14000010490417,2022-10-24 00:17:53,68
190,camera shots_Sub_190,00:17:53:20,NA,NA,NA,groupshot,2022-10-24 00:17:53,12.8999998569489,2022-10-24 00:18:06,114
191,camera shots_Sub_191,00:18:06:10,mod_f,NA,NA,NA,2022-10-24 00:18:06,5.04000020027161,2022-10-24 00:18:11,315
192,camera shots_Sub_192,00:18:11:14,NA,NA,NA,film,2022-10-24 00:18:11,7.05999994277954,2022-10-24 00:18:18,129
193,camera shots_Sub_193,00:18:18:20,NA,NA,NA,film,2022-10-24 00:18:18,4.87999987602234,2022-10-24 00:18:23,181
194,camera shots_Sub_194,00:18:23:08,NA,NA,NA,film,2022-10-24 00:18:23,4.06000018119812,2022-10-24 00:18:27,113
195,camera shots_Sub_195,00:18:27:14,NA,NA,NA,film,2022-10-24 00:18:27,3.07999992370605,2022-10-24 00:18:30,106
