frame,time,face_box,face_prob,face_landmarks,face_aus,face_id
186,7.463884430176565,[ 884.5496   104.4609  1031.7355   292.11414],0.99904543,"[[ 890.07211471  190.72696525]
 [ 892.61897841  208.90384102]
 [ 897.42575312  227.09442127]
 [ 904.17526692  244.95862603]
 [ 912.82745084  261.12195623]
 [ 925.04255658  274.19875085]
 [ 939.38176686  284.15803504]
 [ 954.95357314  291.61078167]
 [ 972.41583788  292.21922255]
 [ 990.39048028  287.50646436]
 [1007.18214869  277.12322754]
 [1022.21095061  264.16471976]
 [1033.3157562   247.91204143]
 [1038.91975915  228.7789644 ]
 [1040.26324117  208.09665883]
 [1039.29391569  187.2488656 ]
 [1036.44252956  166.39097601]
 [ 892.1361039   170.14835584]
 [ 898.78852057  161.12299654]
 [ 909.89630918  157.39237684]
 [ 921.8571251   158.0037348 ]
 [ 933.32184997  161.77509341]
 [ 956.48990956  157.21122241]
 [ 968.71897298  150.27791139]
 [ 982.6509102   146.71741608]
 [ 997.21306354  147.98796579]
 [1009.35783756  154.39353833]
 [ 948.25819677  177.69334131]
 [ 949.82701671  191.43049875]
 [ 951.24017107  204.68733478]
 [ 952.74683556  217.86508256]
 [ 943.03467509  231.13531184]
 [ 949.66555917  232.36218446]
 [ 956.53129202  232.67821038]
 [ 963.49204892  230.01670355]
 [ 970.14009261  227.08107549]
 [ 907.36187473  182.2883718 ]
 [ 914.2970109   174.2775712 ]
 [ 924.8103295   173.97899503]
 [ 934.0635851   183.19609571]
 [ 925.04887605  185.92443693]
 [ 914.74880505  186.59885764]
 [ 969.41239429  178.2582106 ]
 [ 976.57596481  166.67385375]
 [ 987.52307922  164.88784051]
 [ 997.60378361  170.80569607]
 [ 990.22805214  176.65150553]
 [ 979.58966303  178.86379769]
 [ 936.89089081  258.30035281]
 [ 944.36415195  250.86655402]
 [ 953.14488789  246.09640372]
 [ 959.70978159  247.15017158]
 [ 966.68185866  243.9878974 ]
 [ 978.79950857  245.9213894 ]
 [ 990.45833802  248.84504318]
 [ 981.59632999  258.95222813]
 [ 971.11719346  265.08536744]
 [ 962.94988328  267.14969027]
 [ 955.45603377  267.49324119]
 [ 946.25519067  264.53253573]
 [ 940.79483154  257.89502096]
 [ 954.14624852  253.38985556]
 [ 960.82777798  253.146878  ]
 [ 968.14359587  251.07608801]
 [ 986.64418852  249.60668093]
 [ 968.76798838  255.27559817]
 [ 961.31384915  257.24200624]
 [ 954.42265382  257.37664562]]","[5.6706492e-02 9.0738505e-01 1.2719345e-02 4.5249254e-01 7.8770709e-01
 6.3900359e-02 8.1595618e-01 8.3555865e-01 2.9538870e-02 1.8722285e-04
 2.7992942e-03 2.3804473e-06]",1.0
186,7.463884430176565,[192.06697 158.29706 292.94495 294.19946],0.9879848,"[[204.22889507 211.69146836]
 [203.28315091 223.15063822]
 [203.76053149 235.22472322]
 [205.73522517 247.5114783 ]
 [209.31189814 259.09338105]
 [214.79572463 269.46888316]
 [221.47662026 278.4512893 ]
 [229.47646528 285.90302491]
 [240.55047148 288.99034071]
 [253.3351208  288.51030231]
 [265.65269363 283.58536744]
 [276.70191765 276.10174513]
 [286.08210397 266.37187409]
 [292.52192235 254.51012468]
 [296.19252837 241.07849538]
 [298.42341912 227.20138311]
 [299.63452458 213.41050673]
 [207.45860842 198.5442633 ]
 [212.4856298  196.27781725]
 [218.80876541 197.2054438 ]
 [225.06003779 199.76685089]
 [230.88003623 203.28614599]
 [249.40796685 203.32461727]
 [257.20942354 200.51679182]
 [265.80279744 198.9681673 ]
 [274.63590693 199.89026368]
 [282.40072119 203.75772369]
 [239.59445959 215.08416927]
 [238.53630483 223.6850549 ]
 [237.33691418 232.02950168]
 [236.22571552 240.52518666]
 [227.61230791 246.52949166]
 [231.97507703 248.8473382 ]
 [237.10259241 250.31946373]
 [243.18704319 249.37401772]
 [249.02420664 247.9863683 ]
 [213.37162912 214.21605122]
 [218.85032356 213.79913902]
 [224.34336519 214.54097921]
 [229.28128016 216.87291479]
 [223.41033936 217.97034436]
 [217.99586189 217.22644991]
 [255.70539677 218.4494338 ]
 [261.68320346 216.76164222]
 [267.66777289 217.18249935]
 [273.76393485 218.59821415]
 [267.51609838 220.81141633]
 [261.48154283 220.5339148 ]
 [221.02035326 262.84596169]
 [226.92370069 261.42164075]
 [232.84500575 260.715065  ]
 [237.20422626 262.21320891]
 [242.2540828  261.33131087]
 [250.67410505 263.13503623]
 [259.87142825 264.88220179]
 [251.29858983 269.94088626]
 [242.85126209 272.06542015]
 [237.09002316 271.98246384]
 [231.99587065 270.97404432]
 [226.47688699 267.9359293 ]
 [223.31046891 263.73791659]
 [232.38216507 264.89494193]
 [237.10818803 265.80896664]
 [242.4160614  265.54514694]
 [257.46548426 265.21146011]
 [242.87574613 266.10289872]
 [237.54762816 266.12048912]
 [232.85678601 265.15360594]]","[5.0865605e-02 6.0713297e-01 8.1760958e-03 9.2935884e-01 7.7038467e-01
 6.5727633e-01 9.6894771e-01 8.9631301e-01 6.3070111e-02 1.2639851e-02
 4.6103600e-02 2.2585971e-04]",0.0
187,7.504012841091493,[ 884.6227    104.660446 1031.6147    292.05716 ],0.99906164,"[[ 889.63446518  190.11854547]
 [ 892.42501856  208.38514918]
 [ 897.41963378  226.61694837]
 [ 904.17674887  244.53545409]
 [ 912.85775018  260.7763586 ]
 [ 925.16081673  273.885162  ]
 [ 939.56160748  283.8518312 ]
 [ 955.20537019  291.2460674 ]
 [ 972.68741095  291.75607657]
 [ 990.60716158  286.95931911]
 [1007.279351    276.50266469]
 [1022.1814577   263.53372294]
 [1033.17813611  247.3028304 ]
 [1038.67607969  228.22161728]
 [1039.97436541  207.58776796]
 [1039.07462788  186.77781767]
 [1036.35706878  165.90657175]
 [ 891.92703906  170.80754232]
 [ 898.45635544  161.53979626]
 [ 909.59407182  157.60607809]
 [ 921.6564528   158.06015104]
 [ 933.31432748  161.69434354]
 [ 956.68425646  157.1209195 ]
 [ 968.93781704  150.24439134]
 [ 982.85280037  146.73016314]
 [ 997.40428764  148.03606334]
 [1009.4984321   154.5466719 ]
 [ 948.35753545  177.6376161 ]
 [ 949.98697582  191.5004665 ]
 [ 951.46353054  204.8884182 ]
 [ 953.04938349  218.20430797]
 [ 943.23884407  231.18384194]
 [ 949.84967256  232.42842805]
 [ 956.72858766  232.76640856]
 [ 963.71103013  230.03546149]
 [ 970.36556208  227.02378887]
 [ 907.45864975  182.35013163]
 [ 914.40899378  174.36264658]
 [ 924.92844194  174.02003461]
 [ 934.13992473  183.1442951 ]
 [ 925.16235176  185.96988115]
 [ 914.8594217   186.68010336]
 [ 969.45932573  178.02034453]
 [ 976.58904123  166.47136718]
 [ 987.49814391  164.66298261]
 [ 997.46681762  170.51286966]
 [ 990.21069175  176.4234035 ]
 [ 979.61107397  178.65269175]
 [ 937.53009522  258.44692427]
 [ 944.98417115  251.29135066]
 [ 953.58228093  246.60683489]
 [ 960.1000424   247.62543952]
 [ 967.0110243   244.43815124]
 [ 978.96591902  246.20546985]
 [ 990.57849717  248.82731915]
 [ 981.74831855  258.62844795]
 [ 971.40608966  264.54975337]
 [ 963.32859182  266.63241214]
 [ 955.91551855  267.02242535]
 [ 946.87671852  264.3289203 ]
 [ 941.42373386  258.07587999]
 [ 954.56352794  253.68143708]
 [ 961.20794243  253.41269636]
 [ 968.47056711  251.29827148]
 [ 986.82144439  249.66208965]
 [ 969.06852126  254.96762192]
 [ 961.69110179  256.957335  ]
 [ 954.86797521  257.12917376]]","[5.2609701e-02 9.0455550e-01 1.1635485e-02 4.4195092e-01 7.6750010e-01
 6.2698796e-02 8.2516980e-01 8.2070351e-01 2.9820573e-02 1.8094401e-04
 2.8345613e-03 2.1996923e-06]",1.0
187,7.504012841091493,[191.14783 157.04085 293.4471  294.13904],0.9898108,"[[204.36214598 211.72145471]
 [203.45288914 223.22696793]
 [203.9719539  235.37068069]
 [206.00161472 247.73739177]
 [209.63786675 259.43003458]
 [215.15324089 269.93553042]
 [221.83070886 279.06813902]
 [229.79953557 286.69313908]
 [240.9211452  289.78669918]
 [253.79466665 289.20040941]
 [266.17145836 284.06462985]
 [277.29396975 276.38432193]
 [286.73667336 266.49703664]
 [293.20467305 254.48589706]
 [296.85799068 240.90758157]
 [299.08209413 226.87713307]
 [300.29603726 212.94051513]
 [207.41371381 198.85436654]
 [212.37207419 196.54561508]
 [218.68654397 197.48607606]
 [224.91845885 200.05892918]
 [230.73905447 203.55278948]
 [249.20538217 203.46336508]
 [257.0923028  200.57476813]
 [265.76692063 198.92414287]
 [274.70831239 199.7838048 ]
 [282.57734448 203.6622102 ]
 [239.41139591 215.28048724]
 [238.33346805 223.93281037]
 [237.11240616 232.33687127]
 [235.97786912 240.89695841]
 [227.51739699 246.88978994]
 [231.87053066 249.20320415]
 [237.00146052 250.67364997]
 [243.1075654  249.68100429]
 [248.97885013 248.26050711]
 [213.39256075 214.43974024]
 [218.79993463 213.90346509]
 [224.34463608 214.63749298]
 [229.27427214 217.08431983]
 [223.40699035 218.25904012]
 [217.94558427 217.52932674]
 [255.60289073 218.50817478]
 [261.55443197 216.63419563]
 [267.62116373 217.01366007]
 [273.76678836 218.49506629]
 [267.5166477  220.83524734]
 [261.41119164 220.60177249]
 [221.24868962 263.37827861]
 [226.9919686  261.90814072]
 [232.83448136 261.15112531]
 [237.18072721 262.62358725]
 [242.2363089  261.68319958]
 [250.70457429 263.4401114 ]
 [260.01204342 265.14433998]
 [251.44527006 270.33013415]
 [242.98612857 272.55352646]
 [237.22491705 272.51359981]
 [232.14899814 271.53305089]
 [226.66890806 268.50435877]
 [223.52618012 264.25892293]
 [232.41796049 265.32625329]
 [237.12256745 266.20566595]
 [242.43188789 265.89115745]
 [257.57937711 265.50220621]
 [242.96873856 266.5169853 ]
 [237.64416519 266.59167731]
 [232.97451055 265.64898026]]","[5.12986369e-02 6.36445940e-01 7.55323470e-03 9.29427564e-01
 7.44689524e-01 6.47423446e-01 9.69448864e-01 8.94750178e-01
 7.18279928e-02 1.38746835e-02 5.24371415e-02 2.66649324e-04]",0.0
188,7.544141252006421,[ 885.02045   104.786575 1031.8809    292.23468 ],0.99915135,"[[ 891.09928465  189.68470746]
 [ 893.59907283  207.99971467]
 [ 898.37041792  226.27091819]
 [ 904.97868276  244.19484663]
 [ 913.46067108  260.51727116]
 [ 925.50609818  273.82971108]
 [ 939.77644318  283.98189187]
 [ 955.36613703  291.50283384]
 [ 972.84311378  292.17088234]
 [ 990.83369726  287.51154947]
 [1007.67318892  277.19765794]
 [1022.69687408  264.25264364]
 [1033.75676823  247.98985839]
 [1039.36127758  228.85795242]
 [1040.76847118  208.20954406]
 [1039.93734044  187.37547642]
 [1037.23153406  166.49005127]
 [ 893.46065654  169.91762686]
 [ 899.99437492  160.71665189]
 [ 911.10588241  156.82503885]
 [ 923.11918205  157.32830656]
 [ 934.66022578  161.06286141]
 [ 957.70092022  156.64428532]
 [ 969.95948678  149.82281509]
 [ 983.90191072  146.41931729]
 [ 998.41577661  147.88469163]
 [1010.35821176  154.50326383]
 [ 949.4511036   177.07228789]
 [ 950.92409241  190.96431965]
 [ 952.2416161   204.38363129]
 [ 953.64573437  217.73290133]
 [ 943.98362848  230.62726498]
 [ 950.54403841  231.93310452]
 [ 957.36611527  232.33798271]
 [ 964.32621807  229.72380328]
 [ 970.96151733  226.79260623]
 [ 908.79339141  181.58112997]
 [ 915.65414992  173.65447107]
 [ 926.04950872  173.33703673]
 [ 935.21109518  182.40855765]
 [ 926.32605645  185.11593598]
 [ 916.14003119  185.80009437]
 [ 970.5399912   177.54201707]
 [ 977.6682086   166.14988691]
 [ 988.50310242  164.42797559]
 [ 998.43940866  170.31636494]
 [ 991.15926039  176.0410918 ]
 [ 980.63130891  178.18052024]
 [ 938.32611054  258.07156503]
 [ 945.44355637  250.62104446]
 [ 953.95233911  245.87375605]
 [ 960.45059359  246.97450316]
 [ 967.34206849  243.86611849]
 [ 979.26012254  245.93045187]
 [ 990.67955089  249.12788928]
 [ 981.98536205  258.77863806]
 [ 971.72008502  264.64308941]
 [ 963.67824626  266.63458544]
 [ 956.29977179  266.93520832]
 [ 947.37627822  264.07815683]
 [ 942.15050411  257.59507328]
 [ 954.98213205  253.05797297]
 [ 961.5737173   252.86056095]
 [ 968.800071    250.85160464]
 [ 986.86973745  249.83950937]
 [ 969.3941111   254.94968688]
 [ 962.04320383  256.85727859]
 [ 955.2553196   256.95367414]]","[5.1809575e-02 9.0249819e-01 1.1147228e-02 4.5939758e-01 7.6586437e-01
 6.1870091e-02 8.1859219e-01 8.2011801e-01 2.8991409e-02 1.9315378e-04
 2.7098255e-03 2.4044818e-06]",1.0
188,7.544141252006421,[204.89047 158.32652 299.11475 286.39447],0.9811571,"[[214.03083724 206.92804796]
 [212.95388848 217.65973538]
 [213.35143942 229.08299375]
 [215.32666087 240.71050429]
 [218.70728779 251.50539136]
 [223.62583488 260.89999294]
 [228.90214181 269.03849065]
 [234.76618296 275.83411324]
 [243.46152514 278.91119707]
 [254.19247532 278.94500864]
 [264.86715329 275.03370452]
 [274.82073295 269.22543275]
 [283.66316497 261.47391987]
 [290.4406383  251.68835163]
 [295.24391282 240.13542902]
 [298.86817873 227.57080936]
 [301.22668517 214.7545191 ]
 [216.28475612 193.8355574 ]
 [220.68735912 192.11093295]
 [226.17805457 193.45674348]
 [231.62537628 196.37805694]
 [236.63830155 200.20624888]
 [254.34029222 202.11459804]
 [262.0445056  200.22733355]
 [270.32217705 199.52542073]
 [278.60463893 201.31812358]
 [285.5328238  205.74799293]
 [243.9686749  213.82876092]
 [242.54466152 222.63442898]
 [241.01705945 231.12921882]
 [239.63744414 239.58512127]
 [231.93512654 244.53563511]
 [235.63810492 246.76728702]
 [240.12960428 248.22094667]
 [245.56906086 247.550457  ]
 [250.95267671 246.58743882]
 [219.89336652 208.96541584]
 [225.18167329 208.28521621]
 [230.7619276  209.91685545]
 [234.97971702 214.20234275]
 [228.91859913 214.8197912 ]
 [223.35922563 213.28684491]
 [258.79674673 217.79632366]
 [264.86500609 215.21576911]
 [271.08525443 216.16444659]
 [276.69940186 218.92076218]
 [270.4495616  221.31522739]
 [264.22042549 220.5919615 ]
 [227.99650681 261.34985805]
 [232.62698287 259.01148498]
 [237.42680216 257.97900903]
 [240.98465443 259.34099829]
 [245.2630648  258.52866447]
 [252.41048467 260.87771916]
 [259.93073893 263.11921012]
 [252.29093468 267.41085362]
 [244.66227412 269.02335835]
 [239.77776623 268.81982303]
 [235.59365249 267.82331264]
 [231.75243807 265.26724362]
 [230.01372772 262.2247324 ]
 [236.73438525 261.91982353]
 [240.63674724 262.69749641]
 [245.14197576 262.45487666]
 [257.9218384  263.21165514]
 [245.29747772 263.07981992]
 [240.80379039 263.03104591]
 [237.00766712 262.11182106]]","[4.1607719e-02 4.9022529e-01 1.2524395e-02 9.6523809e-01 8.8349247e-01
 6.4324272e-01 9.6643114e-01 8.3450425e-01 1.1113111e-01 8.9308890e-03
 1.8148087e-02 2.9800180e-04]",0.0
189,7.584269662921348,[ 883.72485  104.3254  1034.075    294.39807],0.998912,"[[ 892.19274114  189.34635115]
 [ 894.22005098  207.73252964]
 [ 898.59789233  226.08620256]
 [ 904.8829439   244.19827914]
 [ 912.96212664  260.92110664]
 [ 924.68189567  274.84518605]
 [ 939.00802791  285.53105026]
 [ 954.90631106  293.37244499]
 [ 972.81606662  294.30989575]
 [ 991.34989572  289.81693095]
 [1008.82318872  279.63040972]
 [1024.04668188  266.48208392]
 [1034.94216549  249.92329466]
 [1040.2665199   230.49844825]
 [1041.49108344  209.68017763]
 [1040.58622456  188.63103977]
 [1037.76492864  167.61501163]
 [ 895.24126589  168.70704457]
 [ 901.81937467  159.90238774]
 [ 912.8476505   156.39589638]
 [ 924.61399862  157.23297688]
 [ 935.766177    161.18222046]
 [ 958.57505518  156.88070732]
 [ 970.71494228  149.95736575]
 [ 984.56942546  146.40922561]
 [ 998.99505949  147.72500002]
 [1010.87883979  154.18590318]
 [ 950.13528499  177.14228362]
 [ 951.34592065  191.09061545]
 [ 952.41282192  204.55946583]
 [ 953.54390362  217.95731747]
 [ 944.25945786  230.63179338]
 [ 950.70050758  232.09590346]
 [ 957.46789145  232.65402186]
 [ 964.44719267  230.12742299]
 [ 971.15553141  227.24873257]
 [ 910.08430469  181.45939144]
 [ 916.78255624  173.71612838]
 [ 926.99337304  173.46714735]
 [ 936.011641    182.37216365]
 [ 927.26320273  185.00467265]
 [ 917.28643575  185.63192877]
 [ 971.48411494  177.75092429]
 [ 978.59498119  166.66170186]
 [ 989.2835533   165.02252236]
 [ 999.12046432  170.89925033]
 [ 991.82965767  176.44030136]
 [ 981.44226646  178.46111655]
 [ 939.19185215  258.0986132 ]
 [ 945.80313268  250.36572862]
 [ 954.08161569  245.61385202]
 [ 960.61024058  246.82664537]
 [ 967.56674582  243.812204  ]
 [ 979.60110039  246.23075664]
 [ 991.13446134  250.12736881]
 [ 982.36009306  259.44484878]
 [ 972.00997591  265.05337071]
 [ 963.946814    266.88634837]
 [ 956.61416978  267.04862809]
 [ 947.94235101  264.10254228]
 [ 942.95423993  257.51418179]
 [ 955.19193503  253.11214197]
 [ 961.76022363  253.00022268]
 [ 969.04411489  251.14171958]
 [ 987.20430791  250.71202677]
 [ 969.68285531  255.14904273]
 [ 962.29831868  256.8995859 ]
 [ 955.5450353   256.9216159 ]]","[5.4426521e-02 9.1362458e-01 1.1176523e-02 5.0789529e-01 7.7823436e-01
 6.3637212e-02 8.1881255e-01 8.4463531e-01 3.2372702e-02 1.8434643e-04
 2.6151084e-03 2.1748760e-06]",1.0
189,7.584269662921348,[198.6442  154.05135 298.99982 293.45782],0.9582405,"[[214.03249353 212.08057767]
 [212.98582672 222.97164911]
 [213.47929005 234.56434852]
 [215.61393315 246.28277034]
 [218.99568346 257.30780768]
 [223.77145094 267.2215879 ]
 [229.21833533 275.89895111]
 [235.57899344 283.08332467]
 [245.17767429 286.08690166]
 [256.86364859 285.82486939]
 [268.43958694 281.61348605]
 [279.07952368 275.07777435]
 [288.30177295 266.32001716]
 [295.0680142  255.37350583]
 [299.35320681 242.59925234]
 [302.25925374 228.98398864]
 [303.98706418 215.34575781]
 [215.53732195 198.0561536 ]
 [219.27725348 195.31490096]
 [224.74273443 195.59420997]
 [230.50694314 197.67256033]
 [235.88625678 200.97706118]
 [253.36877912 201.22867548]
 [261.26240391 198.71556157]
 [269.92281133 197.74682397]
 [278.60391045 199.59745392]
 [285.84068036 204.36151606]
 [243.49148524 214.07186282]
 [242.16856557 222.71465814]
 [240.70006841 231.0483979 ]
 [239.33276871 239.48680776]
 [232.4072721  245.68884879]
 [236.12328809 247.83934242]
 [240.64649287 249.1292448 ]
 [246.29615802 248.30739009]
 [251.85703784 247.12370843]
 [220.35962591 212.75615531]
 [225.11795077 211.66427004]
 [230.52226177 212.53693444]
 [235.09890145 215.83326751]
 [229.43018538 217.05062276]
 [224.12119031 216.21536064]
 [259.2025888  217.59504002]
 [264.991171   215.0704155 ]
 [271.09405923 215.64482814]
 [276.85041028 217.9912113 ]
 [270.8513267  220.37980002]
 [264.74178886 219.97246793]
 [228.99271005 263.7353586 ]
 [233.1380372  261.17362028]
 [237.79601926 259.94062907]
 [241.50990045 261.23439717]
 [245.88957959 260.31993109]
 [253.64550978 262.54775351]
 [262.01877218 264.95409858]
 [253.92165625 269.03087413]
 [246.04740334 270.59674269]
 [241.08908883 270.46576983]
 [236.86979374 269.61404955]
 [232.89086199 267.37229323]
 [231.05910265 264.35652769]
 [237.45310619 263.98753905]
 [241.43187568 264.66295081]
 [246.02296853 264.37366378]
 [259.77158511 265.09389913]
 [246.21009889 264.82325554]
 [241.65792286 264.82878006]
 [237.79854712 264.01825565]]","[6.31205514e-02 6.88040793e-01 1.48172723e-02 9.74520326e-01
 8.86179805e-01 6.41432941e-01 9.83978689e-01 8.29706252e-01
 1.08501464e-01 9.47719533e-03 4.07278314e-02 4.19066229e-04]",0.0
190,7.624398073836276,[ 883.6391   104.0927  1034.0559   294.57742],0.9987459,"[[ 891.99944195  189.43477321]
 [ 894.08627701  207.82360566]
 [ 898.50454804  226.16710508]
 [ 904.80947462  244.27073431]
 [ 912.91254297  260.96722722]
 [ 924.6659072   274.83458102]
 [ 939.01070884  285.45931792]
 [ 954.90859282  293.24164593]
 [ 972.79860014  294.14105666]
 [ 991.29170287  289.65046531]
 [1008.71229434  279.50544721]
 [1023.90949607  266.42253172]
 [1034.78962773  249.92476189]
 [1040.10563189  230.54609001]
 [1041.35008931  209.76342124]
 [1040.50230128  188.7462765 ]
 [1037.74460322  167.74274138]
 [ 895.05607691  168.96654433]
 [ 901.61284345  160.04879227]
 [ 912.67084414  156.45085269]
 [ 924.49588677  157.22817603]
 [ 935.71716511  161.14063641]
 [ 958.62165046  156.81291276]
 [ 970.8032133   149.91055201]
 [ 984.69168007  146.39749858]
 [ 999.14208436  147.76773304]
 [1011.00515085  154.32082072]
 [ 950.11702555  177.15693432]
 [ 951.3189927   191.11226246]
 [ 952.38000888  204.5833838 ]
 [ 953.51028144  217.98083627]
 [ 944.21485305  230.67919779]
 [ 950.6731427   232.12293929]
 [ 957.46961221  232.67366761]
 [ 964.48128414  230.13541722]
 [ 971.21868694  227.25557244]
 [ 909.95155562  181.58385229]
 [ 916.68538475  173.78663623]
 [ 926.93705738  173.52432609]
 [ 935.98584044  182.47923893]
 [ 927.21477881  185.12853473]
 [ 917.18959332  185.76726437]
 [ 971.49382454  177.80885282]
 [ 978.62935317  166.6443918 ]
 [ 989.35067898  164.99135995]
 [ 999.2054233   170.90932673]
 [ 991.91741085  176.4761999 ]
 [ 981.49330658  178.51207575]
 [ 939.27342355  258.16234052]
 [ 945.91171294  250.44198132]
 [ 954.17695314  245.66859257]
 [ 960.72276402  246.86381155]
 [ 967.69065106  243.83853859]
 [ 979.74773687  246.23287117]
 [ 991.32898772  250.08727896]
 [ 982.50736606  259.3585844 ]
 [ 972.14705384  264.94662988]
 [ 964.07026613  266.79082751]
 [ 956.72683346  266.97170651]
 [ 948.05701056  264.08620858]
 [ 943.03567648  257.57508254]
 [ 955.30046135  253.15146583]
 [ 961.88706332  253.02611494]
 [ 969.19082689  251.14900178]
 [ 987.40636462  250.68214279]
 [ 969.80558461  255.07190537]
 [ 962.40496242  256.83580464]
 [ 955.63932088  256.86699402]]","[5.5049025e-02 9.1250581e-01 1.1339543e-02 5.0585598e-01 7.7787244e-01
 6.4106852e-02 8.1452775e-01 8.3984452e-01 3.2691874e-02 1.8512548e-04
 2.6442683e-03 2.1649410e-06]",1.0
190,7.624398073836276,[199.69617 154.83643 299.7558  295.03036],0.94917333,"[[213.65906709 211.65584984]
 [212.55112395 222.52102962]
 [213.00157575 234.11511016]
 [215.18776056 245.83644569]
 [218.65152939 256.83304548]
 [223.48028281 266.6891861 ]
 [228.95176429 275.29920214]
 [235.26058137 282.45453954]
 [244.76517957 285.46130431]
 [256.34894311 285.20951331]
 [267.89167666 281.10468245]
 [278.62118125 274.73868734]
 [287.95291114 266.13421023]
 [294.85044259 255.28530109]
 [299.27954668 242.55485427]
 [302.3196677  228.93025804]
 [304.15956235 215.26657188]
 [215.72407857 197.67059863]
 [219.52849042 195.15353966]
 [224.91863674 195.57860285]
 [230.57406801 197.72506487]
 [235.84136236 201.0095664 ]
 [253.34210622 201.18668628]
 [261.18946499 198.65909755]
 [269.79633653 197.59724733]
 [278.46130925 199.31585506]
 [285.78289419 203.92039138]
 [243.36719933 213.98298013]
 [242.00163054 222.48855686]
 [240.49063212 230.68936205]
 [239.07752436 238.99251503]
 [232.29714367 245.42598712]
 [235.93687662 247.49426931]
 [240.35243627 248.72146195]
 [245.90853804 247.95439082]
 [251.39203858 246.83072877]
 [220.33903286 212.60951042]
 [225.12639749 211.52502844]
 [230.54182243 212.41177097]
 [235.04303372 215.7523759 ]
 [229.37984577 217.00892204]
 [224.05669323 216.14825869]
 [259.06305999 217.47652978]
 [264.85490209 214.8963716 ]
 [270.97516441 215.4606151 ]
 [276.74971175 217.82575348]
 [270.70846587 220.29282495]
 [264.58179194 219.88839215]
 [228.93700099 263.67476201]
 [232.93499449 260.95181024]
 [237.5041191  259.58328807]
 [241.10735852 260.84752238]
 [245.3784225  259.92586577]
 [253.00133157 262.25164378]
 [261.27205145 264.77776843]
 [253.27847332 268.8049171 ]
 [245.51530573 270.35698879]
 [240.68099353 270.23581004]
 [236.56169146 269.40852457]
 [232.71276975 267.2252084 ]
 [230.99520779 264.29158217]
 [237.14158174 263.66128248]
 [241.00693277 264.29312557]
 [245.47535396 264.00986069]
 [259.05776626 264.89016998]
 [245.72380212 264.50214845]
 [241.29672104 264.50120366]
 [237.54487863 263.72781467]]","[6.2721163e-02 6.9098133e-01 1.4763996e-02 9.7349638e-01 8.8691413e-01
 6.4517784e-01 9.8378581e-01 8.2571542e-01 1.0925981e-01 9.7738756e-03
 4.2040505e-02 4.2675776e-04]",0.0
191,7.664526484751204,[ 883.7345   102.73281 1034.7885   293.80872],0.99886477,"[[ 890.96337563  189.26178014]
 [ 893.40132195  207.7264117 ]
 [ 898.14640343  226.143659  ]
 [ 904.70445907  244.32197809]
 [ 913.11478591  261.02794623]
 [ 925.17561018  274.76109433]
 [ 939.69053352  285.22685456]
 [ 955.67459136  292.8682611 ]
 [ 973.55627608  293.48970222]
 [ 991.85776389  288.6997695 ]
 [1008.80053401  278.123088  ]
 [1023.63991153  264.80405319]
 [1034.32754683  248.22436714]
 [1039.53994584  228.92822206]
 [1040.74070513  208.24511099]
 [1039.79054654  187.3262068 ]
 [1036.92587066  166.39316761]
 [ 893.72234273  169.49050152]
 [ 900.47800094  160.4454664 ]
 [ 911.81698     156.80961382]
 [ 923.89649004  157.58581316]
 [ 935.43467718  161.49078947]
 [ 958.33944625  157.0451954 ]
 [ 970.57216322  150.02502388]
 [ 984.45899558  146.34218299]
 [ 998.95157194  147.47926968]
 [1010.90978456  153.84399146]
 [ 950.01699942  176.91292942]
 [ 951.53491759  190.74321634]
 [ 952.9143225   204.13299668]
 [ 954.38012123  217.46432233]
 [ 944.57744235  230.4608773 ]
 [ 951.14704031  231.76821864]
 [ 957.99446756  232.1882875 ]
 [ 964.91599238  229.54958725]
 [ 971.5421195   226.59766054]
 [ 909.05297127  181.36601949]
 [ 915.8867327   173.40472579]
 [ 926.33670902  173.11396563]
 [ 935.51543546  182.22325373]
 [ 926.58335018  184.97289693]
 [ 916.35496145  185.67199922]
 [ 971.07858253  177.25292885]
 [ 978.28014421  165.83125514]
 [ 989.14594781  164.10314524]
 [ 998.95851469  170.02750146]
 [ 991.77926743  175.81736362]
 [ 981.21938956  177.94438869]
 [ 939.10331255  258.34212208]
 [ 946.21575755  250.66432035]
 [ 954.75545818  245.83660388]
 [ 961.27503037  246.96723056]
 [ 968.19830716  243.80216146]
 [ 980.03879678  245.99400902]
 [ 991.3596108   249.39717102]
 [ 982.71107173  258.79457235]
 [ 972.52380252  264.4640646 ]
 [ 964.50863743  266.44026387]
 [ 957.16963643  266.76215792]
 [ 948.27263916  264.0933218 ]
 [ 942.97719294  257.79112816]
 [ 955.79630643  253.23212862]
 [ 962.397879    252.99399233]
 [ 969.64958036  250.98028052]
 [ 987.47500169  250.09867072]
 [ 970.18124306  254.62241411]
 [ 962.85133815  256.53065038]
 [ 956.08868837  256.66449356]]","[5.3399261e-02 9.1051733e-01 1.0173894e-02 4.7912812e-01 7.6864296e-01
 6.2478904e-02 8.2943338e-01 8.2083488e-01 3.1915940e-02 1.9008740e-04
 2.5517463e-03 2.1741521e-06]",1.0
